Gene stable ID	Gene start (bp)	Gene end (bp)
WBGene00198966	13167633	13167689
WBGene00198968	1809527	1809594
WBGene00198989	4948752	4948796
WBGene00198991	9744517	9744937
WBGene00198998	6590533	6590586
WBGene00199003	766504	766653
WBGene00199020	11020516	11020664
WBGene00199028	1766247	1766298
WBGene00199059	1604580	1604664
WBGene00199078	8678483	8678574
WBGene00199117	8211648	8211842
WBGene00199120	7080444	7080513
WBGene00199140	2060175	2060319
WBGene00199154	9119142	9119291
WBGene00199164	12302252	12302303
WBGene00199172	1144180	1144268
WBGene00199178	9355613	9355887
WBGene00199188	10624730	10624817
WBGene00199190	9989480	9989628
WBGene00199213	3377875	3378377
WBGene00199218	9968937	9969109
WBGene00199221	4769873	4770018
WBGene00199226	1929684	1929732
WBGene00199228	2641881	2642096
WBGene00199235	4747989	4748132
WBGene00199239	3051456	3051517
WBGene00199263	207301	207368
WBGene00199273	5814760	5814819
WBGene00199278	5086477	5086558
WBGene00199282	11881714	11881788
WBGene00199292	10995610	10995659
WBGene00199319	6313888	6314034
WBGene00199325	3345994	3346111
WBGene00199328	9974688	9974887
WBGene00199369	2385187	2385236
WBGene00199376	11478649	11478766
WBGene00199381	13413400	13413496
WBGene00199401	4518243	4518435
WBGene00199402	5720418	5720561
WBGene00199404	9546143	9546340
WBGene00199415	7536736	7536888
WBGene00199419	3586143	3586247
WBGene00199457	6836965	6837110
WBGene00199460	6638932	6639138
WBGene00199475	7730850	7730999
WBGene00199483	11728404	11728552
WBGene00199493	9699494	9699643
WBGene00199497	1964829	1964976
WBGene00199498	6747422	6747586
WBGene00199510	3437289	3437429
WBGene00199513	8985092	8985191
WBGene00199514	7494873	7495012
WBGene00199522	3785725	3785874
WBGene00199536	6823929	6824060
WBGene00199547	708557	708706
WBGene00199552	8821562	8821653
WBGene00199557	8873960	8874078
WBGene00199561	11459443	11459550
WBGene00199578	11371455	11371530
WBGene00199604	10783027	10783159
WBGene00199613	8287782	8287922
WBGene00199616	7814702	7814791
WBGene00199619	5662456	5662679
WBGene00199620	10967192	10967341
WBGene00199625	3740956	3741036
WBGene00199655	4131203	4131345
WBGene00199657	4875838	4875962
WBGene00199659	5521677	5521875
WBGene00199671	12192243	12192297
WBGene00199676	8479483	8479691
WBGene00199685	9872144	9872214
WBGene00199688	3544759	3544822
WBGene00199698	9861964	9862113
WBGene00199701	7206792	7206941
WBGene00199706	4037390	4037518
WBGene00199725	11406618	11406842
WBGene00199731	7978471	7978545
WBGene00199745	4612700	4612754
WBGene00199748	6801979	6802112
WBGene00199754	4968391	4968517
WBGene00199777	8201620	8201974
WBGene00199783	10808038	10808182
WBGene00199791	4821259	4821427
WBGene00199803	8179005	8179141
WBGene00199834	1577984	1578043
WBGene00199841	6256260	6256346
WBGene00199854	8532546	8532596
WBGene00199868	4426850	4426955
WBGene00199870	4428932	4429024
WBGene00199876	4616314	4616512
WBGene00199904	9357255	9357327
WBGene00199910	3389532	3389628
WBGene00199912	6944393	6944542
WBGene00199924	10380842	10380887
WBGene00199933	1101185	1101232
WBGene00199937	5980384	5980519
WBGene00199943	4450312	4450401
WBGene00199969	7625942	7625993
WBGene00199981	4816678	4816903
WBGene00199993	3377920	3378352
WBGene00200007	168789	168893
WBGene00200015	2683624	2683713
WBGene00200029	9334066	9334215
WBGene00200033	11467830	11467989
WBGene00200038	9036335	9036437
WBGene00200057	7145041	7145183
WBGene00200069	239438	239504
WBGene00200078	6513923	6514026
WBGene00200085	1809527	1809594
WBGene00200091	11014828	11014972
WBGene00200099	9817403	9817479
WBGene00200113	3066079	3066152
WBGene00200114	2139811	2139869
WBGene00200125	11794575	11794719
WBGene00200133	5823024	5823171
WBGene00200134	3786664	3786812
WBGene00200146	12337666	12337792
WBGene00200149	6826291	6826455
WBGene00200150	9708845	9709069
WBGene00200162	837056	837222
WBGene00200181	8905451	8905588
WBGene00200198	10538515	10538663
WBGene00200205	5602199	5602344
WBGene00200206	7712952	7713015
WBGene00200212	4740894	4741081
WBGene00200222	10785188	10785334
WBGene00200225	3786587	3786706
WBGene00200234	9116193	9116421
WBGene00200251	5812842	5812967
WBGene00200256	9986948	9987070
WBGene00200260	13731506	13731585
WBGene00200271	8736727	8736873
WBGene00200278	6798080	6798352
WBGene00200279	9276100	9276241
WBGene00200298	4036154	4036212
WBGene00200304	1964829	1964976
WBGene00200316	4121484	4121631
WBGene00200322	1228921	1229020
WBGene00200374	11478592	11478757
WBGene00200391	9331206	9331348
WBGene00200397	9807566	9807783
WBGene00200403	6741492	6741631
WBGene00200413	3573678	3573736
WBGene00200415	5755343	5755431
WBGene00200418	5653995	5654130
WBGene00200424	2650171	2650318
WBGene00200434	11888555	11888961
WBGene00200438	8280439	8280575
WBGene00200455	7201704	7201771
WBGene00200467	11066838	11066925
WBGene00200476	3566922	3567090
WBGene00200477	11388344	11388489
WBGene00200485	9867885	9868012
WBGene00200523	12143928	12144015
WBGene00200524	8662399	8662451
WBGene00200539	8964931	8965121
WBGene00200544	6823929	6824060
WBGene00200566	8289690	8289797
WBGene00200598	4497829	4497976
WBGene00200599	13411365	13411439
WBGene00200602	710194	710337
WBGene00200613	7811118	7811245
WBGene00200615	2048736	2048885
WBGene00200623	3784849	3784991
WBGene00200624	4614540	4614666
WBGene00200702	6375045	6375184
WBGene00200704	8547491	8547647
WBGene00200708	9846454	9846598
WBGene00200709	12399897	12399986
WBGene00200725	1822462	1822545
WBGene00200732	1052384	1052588
WBGene00200763	5769900	5769996
WBGene00200769	11362564	11362786
WBGene00200776	168489	168766
WBGene00200787	6248431	6248502
WBGene00200788	8962474	8962529
WBGene00200815	5516117	5516319
WBGene00200820	247074	247223
WBGene00200829	10516650	10516778
WBGene00200841	11794575	11794719
WBGene00200842	8179005	8179141
WBGene00200844	8278027	8278172
WBGene00200851	10484343	10484425
WBGene00200856	12132165	12132302
WBGene00200894	4449531	4449609
WBGene00200896	8493175	8493374
WBGene00200902	1233463	1233510
WBGene00200903	6887716	6887803
WBGene00200904	9178431	9178568
WBGene00200913	4460446	4460508
WBGene00200914	8653608	8653681
WBGene00200915	13659188	13659240
WBGene00200919	5989000	5989141
WBGene00200938	6742922	6743160
WBGene00200939	4626517	4626650
WBGene00200942	9982336	9982478
WBGene00200960	9765005	9765148
WBGene00200973	4525149	4525370
WBGene00200991	4948752	4948796
WBGene00201001	7032273	7032370
WBGene00201021	11425729	11425849
WBGene00201040	4134265	4134414
WBGene00201046	1567538	1567599
WBGene00201048	8278066	8278212
WBGene00201051	11467807	11467986
WBGene00201090	8533609	8533754
WBGene00201102	9335183	9335243
WBGene00201111	4018117	4018305
WBGene00201150	9882718	9882942
WBGene00201157	12473622	12473675
WBGene00201171	3672879	3672980
WBGene00201223	8279645	8279736
WBGene00201237	4807211	4807359
WBGene00201252	7193362	7193501
WBGene00201258	11554797	11554922
WBGene00201261	5031670	5031817
WBGene00201271	12143928	12144015
WBGene00201277	8465613	8465786
WBGene00201285	10187848	10188108
WBGene00201287	3066079	3066152
WBGene00201305	4460446	4460508
WBGene00201322	8395132	8395248
WBGene00201324	3233988	3234135
WBGene00201349	9975766	9975878
WBGene00201357	9606006	9606155
WBGene00201368	8962833	8962883
WBGene00201385	8288808	8288956
WBGene00201387	2645112	2645227
WBGene00201389	8909074	8909217
WBGene00201418	11792781	11792858
WBGene00201429	3367435	3367584
WBGene00201461	13721446	13721594
WBGene00201464	3784859	3784912
WBGene00201466	3632455	3632608
WBGene00201474	6738396	6738536
WBGene00201476	1887736	1887818
WBGene00201511	1773418	1773460
WBGene00201514	9037779	9037913
WBGene00201519	7659803	7659862
WBGene00201523	9262509	9262685
WBGene00201539	9265004	9265143
WBGene00201541	7460073	7460200
WBGene00201547	7973327	7973465
WBGene00201548	12821614	12821764
WBGene00201554	1766541	1766591
WBGene00201558	9081466	9081595
WBGene00201561	9640123	9640341
WBGene00201566	8509737	8509878
WBGene00201585	9738529	9738678
WBGene00201594	7532161	7532301
WBGene00201606	8457784	8457930
WBGene00201608	278658	278708
WBGene00201617	5305905	5305979
WBGene00201631	8639299	8639436
WBGene00201636	8289329	8289478
WBGene00201639	2557344	2557493
WBGene00201658	8491776	8491893
WBGene00201663	2060175	2060319
WBGene00201683	8276173	8276280
WBGene00201686	83741	83798
WBGene00201689	8506843	8506992
WBGene00201702	9646671	9646796
WBGene00201707	6678045	6678122
WBGene00201713	12473622	12473675
WBGene00201719	9851659	9851794
WBGene00201732	6828701	6828849
WBGene00201742	8547491	8547647
WBGene00201767	1813985	1814134
WBGene00201788	11371304	11371489
WBGene00201814	510876	510967
WBGene00201819	4142401	4142454
WBGene00201821	13732868	13732961
WBGene00201838	4947433	4947485
WBGene00201846	1744641	1744693
WBGene00201856	13527858	13528046
WBGene00201862	6518105	6518158
WBGene00201882	10525995	10526181
WBGene00201889	4951448	4951496
WBGene00201896	1557220	1557272
WBGene00201910	7108049	7108196
WBGene00201922	8544582	8544731
WBGene00201924	3346835	3346928
WBGene00201956	5987250	5987318
WBGene00201962	4666853	4667214
WBGene00201979	6888591	6888648
WBGene00201981	4624950	4625174
WBGene00201983	7033437	7033514
WBGene00201986	8737441	8737652
WBGene00201990	1159560	1159656
WBGene00201999	9447748	9447859
WBGene00202015	8168214	8168359
WBGene00202045	9872144	9872214
WBGene00202046	10516484	10516604
WBGene00202066	4454895	4455035
WBGene00202069	10201689	10201838
WBGene00202094	12141176	12141250
WBGene00202096	11479155	11479331
WBGene00202101	1878262	1878315
WBGene00202107	8021034	8021107
WBGene00202117	1163345	1163430
WBGene00202141	1003113	1003175
WBGene00202144	706173	706287
WBGene00202149	8289295	8289444
WBGene00202158	9974688	9974894
WBGene00202169	6824453	6824599
WBGene00202187	2032515	2032590
WBGene00202189	1535673	1535722
WBGene00202194	7573121	7573253
WBGene00202195	3678536	3678685
WBGene00202219	10782660	10782782
WBGene00202220	13420442	13420566
WBGene00202275	6743531	6743639
WBGene00202298	12489327	12489428
WBGene00202299	6689929	6690019
WBGene00202305	9335183	9335243
WBGene00202307	8962317	8962466
WBGene00202311	9978383	9978604
WBGene00202313	12801772	12801921
WBGene00202321	3437226	3437429
WBGene00202322	9242530	9242726
WBGene00202323	1418845	1418989
WBGene00202334	7918951	7919145
WBGene00202341	7642148	7642231
WBGene00202354	1766830	1766883
WBGene00202364	3785099	3785246
WBGene00202389	11467449	11467620
WBGene00202396	1627280	1627333
WBGene00202410	13056382	13056604
WBGene00202413	6801982	6802186
WBGene00202432	11733819	11733941
WBGene00202440	3621520	3621644
WBGene00202445	10819642	10819999
WBGene00202446	4514153	4514320
WBGene00202453	8460654	8460794
WBGene00202462	2880332	2880396
WBGene00202487	4649454	4649602
WBGene00206390	13030920	13031858
WBGene00206420	9408963	9409751
WBGene00206421	9418785	9419080
WBGene00206422	9417974	9418269
WBGene00206423	11694136	11695169
WBGene00206459	7601470	7604324
WBGene00206461	11232421	11234861
WBGene00206468	8338993	8339727
WBGene00206477	8347188	8347922
WBGene00206486	2308256	2309744
WBGene00206488	9877251	9881044
WBGene00206512	1983749	1984960
WBGene00206513	5743384	5744820
WBGene00206525	4189380	4190341
WBGene00206533	8218219	8219342
WBGene00219220	6971976	6972085
WBGene00219223	13728414	13728513
WBGene00219225	3507205	3507260
WBGene00219264	3249151	3249260
WBGene00219266	5785117	5785226
WBGene00219280	10012436	10013205
WBGene00219295	3453300	3453932
WBGene00219296	3548294	3549004
WBGene00219297	4669921	4671591
WBGene00219298	9513891	9514549
WBGene00219299	4161237	4161827
WBGene00219314	9998542	9999335
WBGene00219317	6969543	6970019
WBGene00219329	8786354	8787128
WBGene00219394	11126898	11127628
WBGene00219421	11609868	11611126
WBGene00219563	3633005	3635788
WBGene00219568	3654944	3655233
WBGene00219569	3672048	3674245
WBGene00219570	3664858	3667041
WBGene00219599	13740732	13741023
WBGene00219601	10817263	10821245
WBGene00219614	10718341	10719485
WBGene00219615	10732273	10736681
WBGene00219619	11126863	11129355
WBGene00219628	12098751	12099477
WBGene00219629	12149562	12151118
WBGene00219660	3150222	3151352
WBGene00219661	3151809	3152607
WBGene00219669	2439873	2440783
WBGene00219670	2439940	2440819
WBGene00219701	8787415	8789578
WBGene00219709	832984	833347
WBGene00219718	2936109	2937002
WBGene00219719	7543476	7545064
WBGene00219720	5024881	5025007
WBGene00219726	7612108	7613428
WBGene00219738	6451048	6451567
WBGene00219745	352222	355402
WBGene00219761	3035541	3037543
WBGene00219765	7402234	7406071
WBGene00219770	1325891	1327724
WBGene00219771	1370495	1371568
WBGene00219772	1294930	1298375
WBGene00219783	4357715	4357818
WBGene00219790	1918532	1918708
WBGene00219795	8227863	8228045
WBGene00219807	7491789	7491871
WBGene00219815	8101226	8101315
WBGene00219827	6186625	6186821
WBGene00219828	698712	698824
WBGene00219838	5916268	5916938
WBGene00219840	115429	115559
WBGene00219841	8447043	8447095
WBGene00219842	8467709	8467998
WBGene00219843	4133901	4134071
WBGene00219850	4004435	4004617
WBGene00219864	6358898	6359005
WBGene00219865	6360219	6360385
WBGene00219889	8287823	8287918
WBGene00219898	4740851	4740927
WBGene00219936	3953250	3953401
WBGene00219942	6066328	6066443
WBGene00219946	8474340	8474559
WBGene00219948	8849537	8849613
WBGene00219968	8797173	8797340
WBGene00219970	13058378	13058486
WBGene00219977	13276960	13277074
WBGene00219986	3416505	3416601
WBGene00219989	3064149	3064281
WBGene00220001	833435	833609
WBGene00220017	5180665	5180841
WBGene00220020	385365	385438
WBGene00220024	10821681	10821813
WBGene00220040	9774222	9774302
WBGene00220044	3820206	3820273
WBGene00220047	4190497	4190640
WBGene00220050	5009876	5010064
WBGene00220057	5996803	5996854
WBGene00220068	13632988	13633067
WBGene00220072	623810	623915
WBGene00220074	7387621	7387711
WBGene00220077	10530254	10530337
WBGene00220088	4657812	4657934
WBGene00220105	13476587	13476800
WBGene00220116	5415801	5415851
WBGene00220119	5837716	5837829
WBGene00220120	50558	50682
WBGene00220140	1024809	1024901
WBGene00220144	10658232	10658368
WBGene00220145	1861964	1862105
WBGene00220150	11674955	11675007
WBGene00220151	11694366	11694446
WBGene00220163	11238451	11238559
WBGene00220164	11454262	11454506
WBGene00220168	11118361	11118484
WBGene00220172	12368319	12368544
WBGene00220178	10946531	10946583
WBGene00220193	1553423	1553520
WBGene00220199	2769474	2769550
WBGene00220200	2599058	2599168
WBGene00220207	12123200	12123256
WBGene00220210	13534567	13534637
WBGene00220214	12018804	12018872
WBGene00220215	1069058	1069313
WBGene00220228	12608545	12608596
WBGene00220229	12727816	12727943
WBGene00220230	12728162	12728402
WBGene00220233	5267193	5267314
WBGene00220242	6018629	6018847
WBGene00220244	9815506	9815625
WBGene00220249	5029912	5030274
WBGene00220258	8190805	8191275
WBGene00220259	7074250	7076349
WBGene00235162	7278469	7278531
WBGene00235190	400386	400538
WBGene00255564	6194849	6194906
WBGene00255580	11936916	11936980
WBGene00255596	5782736	5783832
WBGene00255597	1379140	1380663
WBGene00255598	1056263	1060061
WBGene00269381	7365902	7366448
WBGene00269391	8791579	8792245
WBGene00269433	10063296	10063871
WBGene00269434	146917	147607
WBGene00269438	11892172	11893022
WBGene00270319	4837731	4839931
WBGene00270321	11721706	11723602
WBGene00271577	5740966	5742822
WBGene00271633	6563132	6563447
WBGene00271636	52443	53178
WBGene00271637	7142169	7142889
WBGene00271638	7141562	7142111
WBGene00271641	7143651	7143825
WBGene00271645	8440997	8441260
WBGene00271647	6189307	6190109
WBGene00271656	9745993	9746232
WBGene00271703	12991297	12992492
WBGene00271715	5733225	5735102
WBGene00000002	9598986	9601695
WBGene00000005	6272529	6275713
WBGene00000009	3862129	3865042
WBGene00000019	10206189	10214911
WBGene00000021	12950315	12957128
WBGene00000028	15590697	15591772
WBGene00000093	13368368	13369417
WBGene00000109	11022603	11025870
WBGene00000120	9108931	9109753
WBGene00000121	9147468	9148579
WBGene00000122	12123155	12124807
WBGene00000123	4248020	4258173
WBGene00000134	13042391	13046858
WBGene00000171	10961355	10966459
WBGene00000181	11131279	11133785
WBGene00000183	7982526	7983919
WBGene00000184	16947120	16949734
WBGene00000186	12622093	12631022
WBGene00000190	7634786	7635710
WBGene00000192	14798149	14799229
WBGene00000213	520214	523809
WBGene00000224	17269342	17272183
WBGene00000242	7934097	7937746
WBGene00000246	11086074	11092552
WBGene00000247	5661141	5664425
WBGene00000256	6377065	6378195
WBGene00000266	8987130	8990444
WBGene00000270	12049862	12051226
WBGene00000287	3829546	3835165
WBGene00000288	10521422	10530597
WBGene00000292	7228403	7230223
WBGene00000301	9772510	9773470
WBGene00000370	15270160	15275835
WBGene00000374	9101773	9103851
WBGene00000376	12361542	12371852
WBGene00000392	7547118	7547893
WBGene00000397	8668941	8676542
WBGene00000402	2436505	2463405
WBGene00000416	1597316	1601620
WBGene00000417	13198372	13204133
WBGene00000419	10484110	10492952
WBGene00000424	3506328	3509527
WBGene00000442	7953509	7955898
WBGene00000481	3613934	3624697
WBGene00000487	2104056	2111605
WBGene00000501	13209729	13214566
WBGene00000509	9731737	9737621
WBGene00000535	6092603	6093680
WBGene00000546	1431272	1435039
WBGene00000547	1435465	1446182
WBGene00000551	7734647	7736409
WBGene00000553	1824481	1834029
WBGene00000563	9477522	9481037
WBGene00000585	7036960	7039580
WBGene00000593	10084454	10085438
WBGene00000594	8824783	8826013
WBGene00000603	7753408	7754651
WBGene00000610	4263293	4265202
WBGene00000611	4243548	4244610
WBGene00000674	138346	147919
WBGene00000675	325437	326711
WBGene00000676	604444	605876
WBGene00000677	762416	763680
WBGene00000678	1353636	1355305
WBGene00000679	1357816	1359225
WBGene00000680	1459866	1460786
WBGene00000681	1548721	1549714
WBGene00000682	1768621	1769667
WBGene00000683	1817311	1820253
WBGene00000684	4608201	4609679
WBGene00000685	4655776	4657783
