From	To	Species	Gene Name
184656	NM_077160	Caenorhabditis elegans	hypothetical protein(F18G5.6)
185706	NM_074215	Caenorhabditis elegans	hypothetical protein(F43D2.3)
184659	NM_077857	Caenorhabditis elegans	hypothetical protein(F18H3.1)
13186491	NM_001267284	Caenorhabditis elegans	hypothetical protein(T19H5.6)
185704	NM_074214	Caenorhabditis elegans	CyCliN K(ccnk-1)
185703	NM_061854	Caenorhabditis elegans	hypothetical protein(F43C11.12)
184650	NM_067506	Caenorhabditis elegans	hypothetical protein(F18F11.1)
184652	NM_001307487	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307485	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307486	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307480	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307430	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307483	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307484	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307481	Caenorhabditis elegans	CaDHerin family(cdh-8)
184652	NM_001307482	Caenorhabditis elegans	CaDHerin family(cdh-8)
184653	NM_067505	Caenorhabditis elegans	hypothetical protein(F18F11.4)
184647	NM_001270134	Caenorhabditis elegans	Neuropeptide-Like Protein(nlp-7)
184647	NM_001270133	Caenorhabditis elegans	Neuropeptide-Like Protein(nlp-7)
184648	NM_077053	Caenorhabditis elegans	hypothetical protein(F18E9.4)
184645	NM_072502	Caenorhabditis elegans	hypothetical protein(F18E3.10)
184646	NM_077057	Caenorhabditis elegans	hypothetical protein(F18E9.1)
184641	NM_072504	Caenorhabditis elegans	Serpentine Receptor, class W(srw-69)
184642	NM_072505	Caenorhabditis elegans	Serpentine Receptor, class W(srw-71)
184640	NM_001028647	Caenorhabditis elegans	Serpentine Receptor, class W(srw-68)
184640	NM_001028646	Caenorhabditis elegans	Serpentine Receptor, class W(srw-68)
24104604	NM_001306349	Caenorhabditis elegans	hypothetical protein(F49D11.14)
13187952	NM_001267502	Caenorhabditis elegans	Double-Strand Break factor(dsb-2)
24104609	NM_001307496	Caenorhabditis elegans	Galectin(F49F1.18)
246002	NM_001026577	Caenorhabditis elegans	hypothetical protein(Y37F4.5)
24104608	NM_001307495	Caenorhabditis elegans	hypothetical protein(F49F1.17)
24104606	NM_001307494	Caenorhabditis elegans	hypothetical protein(F49F1.15)
184638	NM_072501	Caenorhabditis elegans	Serpentine Receptor, class XA(srxa-4)
184639	NM_072499	Caenorhabditis elegans	Serpentine Receptor, class W(srw-67)
184632	NM_062134	Caenorhabditis elegans	hypothetical protein(F18A12.7)
184633	NM_062927	Caenorhabditis elegans	Serpentine receptor class alpha-27(sra-27)
184634	NM_062928	Caenorhabditis elegans	Serpentine receptor class alpha-28(sra-28)
184630	NM_062133	Caenorhabditis elegans	NEPrilysin metallopeptidase family(nep-7)
184631	NM_001322722	Caenorhabditis elegans	NEPrilysin metallopeptidase family(nep-8)
184631	NM_001322721	Caenorhabditis elegans	NEPrilysin metallopeptidase family(nep-8)
184631	NM_001322724	Caenorhabditis elegans	NEPrilysin metallopeptidase family(nep-8)
184631	NM_001322723	Caenorhabditis elegans	NEPrilysin metallopeptidase family(nep-8)
246012	NM_074458	Caenorhabditis elegans	hypothetical protein(C06B8.7)
13187981	NM_001267503	Caenorhabditis elegans	hypothetical protein(K10H10.13)
24104611	NM_001307491	Caenorhabditis elegans	hypothetical protein(F49F1.4)
13186458	NR_134557	Caenorhabditis elegans	Tyrosine-protein kinase(M176.9)
13186458	NM_001318278	Caenorhabditis elegans	Tyrosine-protein kinase(M176.9)
24104610	NM_001307490	Caenorhabditis elegans	hypothetical protein(F49F1.2)
246008	NM_181962	Caenorhabditis elegans	Polyadenylation and cleavage factor homolog 11(pcf-11)
246008	NM_065667	Caenorhabditis elegans	Polyadenylation and cleavage factor homolog 11(pcf-11)
246006	NM_064949	Caenorhabditis elegans	hypothetical protein(Y119D3B.21)
13217335	NM_001269772	Caenorhabditis elegans	hypothetical protein(F11A5.18)
246024	NM_072891	Caenorhabditis elegans	Histone H3(his-27)
246024	AF304122	Caenorhabditis elegans	Histone H3(his-27)
24104620	NM_001306700	Caenorhabditis elegans	hypothetical protein(F53A3.7)
13186446	NM_001267280	Caenorhabditis elegans	hypothetical protein(Y51B9A.14)
24104626	NM_001276746	Caenorhabditis elegans	hypothetical protein(F54D5.23)
24104625	NM_001269114	Caenorhabditis elegans	Protein sumv-2(sumv-2)
184691	NM_075869	Caenorhabditis elegans	hypothetical protein(F19G12.1)
184690	NM_072550	Caenorhabditis elegans	hypothetical protein(F19F10.8)
184693	NM_075867	Caenorhabditis elegans	hypothetical protein(F19G12.3)
184692	NM_075868	Caenorhabditis elegans	hypothetical protein(F19G12.2)
184695	NM_075864	Caenorhabditis elegans	Activated in Blocked Unfolded protein response(abu-2)
184694	NM_075866	Caenorhabditis elegans	hypothetical protein(F19G12.4)
184697	NM_077678	Caenorhabditis elegans	GLoBin related(glb-13)
184699	NM_077676	Caenorhabditis elegans	hypothetical protein(F19H6.4)
184698	NM_077677	Caenorhabditis elegans	hypothetical protein(F19H6.3)
246019	NM_001307629	Caenorhabditis elegans	PLeXin(plx-1)
246019	NM_067617	Caenorhabditis elegans	PLeXin(plx-1)
246019	NM_001307625	Caenorhabditis elegans	PLeXin(plx-1)
246019	NM_001307626	Caenorhabditis elegans	PLeXin(plx-1)
246019	NM_001307627	Caenorhabditis elegans	PLeXin(plx-1)
246019	NM_001307628	Caenorhabditis elegans	PLeXin(plx-1)
172890	NM_001306347	Caenorhabditis elegans	Cell death abnormality protein 12(ced-12)
172890	AF416781	Caenorhabditis elegans	Cell death abnormality protein 12(ced-12)
172890	AF324505	Caenorhabditis elegans	Cell death abnormality protein 12(ced-12)
172890	NM_060292	Caenorhabditis elegans	Cell death abnormality protein 12(ced-12)
172894	NM_060296	Caenorhabditis elegans	hypothetical protein(ZC247.2)
172893	NM_060295	Caenorhabditis elegans	Protein lin-11(lin-11)
172891	NM_060293	Caenorhabditis elegans	Casein kinase I gamma(csnk-1)
172898	NM_060300	Caenorhabditis elegans	hypothetical protein(Y106G6G.2)
172897	NM_001047220	Caenorhabditis elegans	hypothetical protein(T20F10.2)
172897	NM_001047221	Caenorhabditis elegans	hypothetical protein(T20F10.2)
172897	NM_001047219	Caenorhabditis elegans	hypothetical protein(T20F10.2)
172896	NM_060298	Caenorhabditis elegans	Serine/threonine-protein kinase WARTS homolog(wts-1)
172895	NM_060297	Caenorhabditis elegans	hypothetical protein(ZC247.1)
13197256	NM_001268435	Caenorhabditis elegans	hypothetical protein(C01F6.14)
184686	NM_072545	Caenorhabditis elegans	TransThyretin-Related family domain(ttr-10)
184685	NM_072544	Caenorhabditis elegans	hypothetical protein(F19F10.3)
184684	NM_072548	Caenorhabditis elegans	hypothetical protein(F19F10.1)
184683	NM_077905	Caenorhabditis elegans	hypothetical protein(F19D8.2)
184682	NM_068191	Caenorhabditis elegans	hypothetical protein(F19C7.6)
184681	NM_068192	Caenorhabditis elegans	hypothetical protein(F19C7.5)
184680	NM_068195	Caenorhabditis elegans	hypothetical protein(F19C7.4)
184689	NM_072549	Caenorhabditis elegans	C-type LECtin(clec-212)
184687	NM_072546	Caenorhabditis elegans	ETS class transcription factor(ets-7)
24104647	NM_001306283	Caenorhabditis elegans	hypothetical protein(F56A6.8)
184673	NM_062209	Caenorhabditis elegans	Serpentine Receptor, class X(srx-98)
24104651	NM_001307708	Caenorhabditis elegans	hypothetical protein(F56D6.18)
184672	NM_062208	Caenorhabditis elegans	Serpentine Receptor, class X(srx-97)
184675	NM_077278	Caenorhabditis elegans	hypothetical protein(F19C6.3)
184674	NM_062203	Caenorhabditis elegans	hypothetical protein(F19B10.11)
184671	NM_062206	Caenorhabditis elegans	hypothetical protein(F19B10.6)
184670	NM_062204	Caenorhabditis elegans	hypothetical protein(F19B10.5)
184677	NM_077274	Caenorhabditis elegans	hypothetical protein(F19C6.5)
184676	NM_077279	Caenorhabditis elegans	hypothetical protein(F19C6.4)
184676	NM_001129663	Caenorhabditis elegans	hypothetical protein(F19C6.4)
184679	NM_068193	Caenorhabditis elegans	hypothetical protein(F19C7.3)
184678	NM_068194	Caenorhabditis elegans	hypothetical protein(F19C7.2)
185799	NM_077692	Caenorhabditis elegans	hypothetical protein(F45E6.1)
185793	NM_076944	Caenorhabditis elegans	hypothetical protein(F45E1.4)
185791	NM_076947	Caenorhabditis elegans	hypothetical protein(F45E1.2)
185790	NM_076948	Caenorhabditis elegans	hypothetical protein(F45E1.1)
185797	NM_068839	Caenorhabditis elegans	hypothetical protein(F45E4.6)
185796	NM_001307216	Caenorhabditis elegans	hypothetical protein(F45E4.5)
185796	NM_001307217	Caenorhabditis elegans	hypothetical protein(F45E4.5)
185796	NM_068838	Caenorhabditis elegans	hypothetical protein(F45E4.5)
185796	NM_001307218	Caenorhabditis elegans	hypothetical protein(F45E4.5)
185794	NM_076942	Caenorhabditis elegans	hypothetical protein(F45E1.5)
187934	NM_077040	Caenorhabditis elegans	GRounDhog (hedgehog-like family)(grd-14)
187935	NM_077039	Caenorhabditis elegans	hypothetical protein(T01B10.5)
172878	NM_060270	Caenorhabditis elegans	hypothetical protein(Y106G6D.7)
187932	NM_063453	Caenorhabditis elegans	RAB family(rab-21)
172879	NM_060272	Caenorhabditis elegans	hypothetical protein(F16C3.2)
187933	NM_063458	Caenorhabditis elegans	hypothetical protein(T01B7.8)
172873	NM_060260	Caenorhabditis elegans	MUTator(mut-16)
172873	NM_060259	Caenorhabditis elegans	MUTator(mut-16)
172875	NM_060265	Caenorhabditis elegans	hypothetical protein(Y106G6D.2)
187937	NM_077393	Caenorhabditis elegans	honeybee MBlk-1 Related factor(mbr-1)
187937	AB236333	Caenorhabditis elegans	honeybee MBlk-1 Related factor(mbr-1)
172876	NM_060267	Caenorhabditis elegans	hypothetical protein(Y106G6D.4)
172870	NM_060254	Caenorhabditis elegans	hypothetical protein(F10G8.8)
172870	NM_001128978	Caenorhabditis elegans	hypothetical protein(F10G8.8)
172871	NM_170916	Caenorhabditis elegans	hypothetical protein(B0379.7)
172872	NR_050478	Caenorhabditis elegans	hypothetical protein(B0379.1)
172872	NM_001264363	Caenorhabditis elegans	hypothetical protein(B0379.1)
185788	NM_061482	Caenorhabditis elegans	hypothetical protein(F45D11.14)
185787	NM_061480	Caenorhabditis elegans	F-box B protein(fbxb-30)
185789	NM_061484	Caenorhabditis elegans	hypothetical protein(F45D11.15)
187929	NM_076022	Caenorhabditis elegans	hypothetical protein(T01B6.4)
185786	NM_061479	Caenorhabditis elegans	F-box B protein(fbxb-29)
185785	NM_061476	Caenorhabditis elegans	F-box C protein(fbxc-42)
187921	NM_075818	Caenorhabditis elegans	hypothetical protein(R193.3)
172888	NM_060284	Caenorhabditis elegans	Abhydrolase domain-containing protein lid-1(lid-1)
172889	NM_001264397	Caenorhabditis elegans	Aryl hydrocarbon receptor nuclear translocator homolog(aha-1)
172889	NM_001264398	Caenorhabditis elegans	Aryl hydrocarbon receptor nuclear translocator homolog(aha-1)
172889	AF039569	Caenorhabditis elegans	Aryl hydrocarbon receptor nuclear translocator homolog(aha-1)
172886	NM_060282	Caenorhabditis elegans	Regulator of Spindle Assembly(rsa-1)
172886	NM_001128952	Caenorhabditis elegans	Regulator of Spindle Assembly(rsa-1)
187927	NM_076021	Caenorhabditis elegans	hypothetical protein(T01B6.1)
172884	NM_001264389	Caenorhabditis elegans	Isoleucyl Amino-acyl tRNA Synthetase(iars-2)
172884	NM_001264388	Caenorhabditis elegans	Isoleucyl Amino-acyl tRNA Synthetase(iars-2)
187928	NM_171633	Caenorhabditis elegans	AMP-Activated protein Kinase Gamma subunit(aakg-4)
187928	NM_171632	Caenorhabditis elegans	AMP-Activated protein Kinase Gamma subunit(aakg-4)
172885	NM_060281	Caenorhabditis elegans	C-type lectin domain-containing protein 87(clec-87)
172885	DQ340627	Caenorhabditis elegans	C-type lectin domain-containing protein 87(clec-87)
172882	NM_060277	Caenorhabditis elegans	hypothetical protein(C25A1.5)
172883	NM_060278	Caenorhabditis elegans	Putative H/ACA ribonucleoprotein complex subunit 3(nola-3)
172880	NM_060274	Caenorhabditis elegans	hypothetical protein(C25A1.1)
172881	NM_060276	Caenorhabditis elegans	hypothetical protein(C25A1.4)
13198891	NM_001268809	Caenorhabditis elegans	CYtochrome P450 family(cyp-31A5)
13198891	NM_001268810	Caenorhabditis elegans	CYtochrome P450 family(cyp-31A5)
187920	NM_075819	Caenorhabditis elegans	hypothetical protein(R193.1)
185778	NM_073739	Caenorhabditis elegans	hypothetical protein(F45D3.1)
185777	NM_061662	Caenorhabditis elegans	Insulin/EGF-Receptor L Domain protein(irld-9)
185776	NM_061655	Caenorhabditis elegans	F-box B protein(fbxb-5)
185775	NM_061654	Caenorhabditis elegans	F-box B protein(fbxb-48)
185774	NM_061652	Caenorhabditis elegans	BTB (Broad/complex/Tramtrack/Bric a brac) domain protein(btb-7)
172859	NM_001313509	Caenorhabditis elegans	SYmmetrical Sister cell hermaphrodite gonad defect(sys-1)
172859	NM_060239	Caenorhabditis elegans	SYmmetrical Sister cell hermaphrodite gonad defect(sys-1)
172859	NM_060238	Caenorhabditis elegans	SYmmetrical Sister cell hermaphrodite gonad defect(sys-1)
185773	NM_001322714	Caenorhabditis elegans	SKN-1 Dependent Zygotic transcript(sdz-18)
185773	NM_001322713	Caenorhabditis elegans	SKN-1 Dependent Zygotic transcript(sdz-18)
185772	NM_001047315	Caenorhabditis elegans	MATH (meprin-associated Traf homology) domain containing(math-29)
185772	NM_001047316	Caenorhabditis elegans	MATH (meprin-associated Traf homology) domain containing(math-29)
185771	NM_061650	Caenorhabditis elegans	hypothetical protein(F45C12.9)
185770	NM_061651	Caenorhabditis elegans	F-box A protein(fbxa-184)
187919	NM_073841	Caenorhabditis elegans	MercaptoPyruvate SulfurTransferase homolog(mpst-7)
187918	NM_001047688	Caenorhabditis elegans	Serpentine Receptor, class D (delta)(srd-35)
187918	NM_001047687	Caenorhabditis elegans	Serpentine Receptor, class D (delta)(srd-35)
187916	NM_063867	Caenorhabditis elegans	hypothetical protein(mab-10)
187916	NR_138506	Caenorhabditis elegans	hypothetical protein(mab-10)
172851	AB088397	Caenorhabditis elegans	Chondroitin sulfate synthase sqv-5(sqv-5)
172851	NM_001026469	Caenorhabditis elegans	Chondroitin sulfate synthase sqv-5(sqv-5)
172851	NM_001313510	Caenorhabditis elegans	Chondroitin sulfate synthase sqv-5(sqv-5)
172851	NM_001026468	Caenorhabditis elegans	Chondroitin sulfate synthase sqv-5(sqv-5)
172852	NM_060230	Caenorhabditis elegans	hypothetical protein(T24D1.2)
187914	NM_001270080	Caenorhabditis elegans	hypothetical protein(R160.5)
187914	NM_001270081	Caenorhabditis elegans	hypothetical protein(R160.5)
172853	NM_060231	Caenorhabditis elegans	hypothetical protein(har-2)
187915	NM_076353	Caenorhabditis elegans	hypothetical protein(R160.6)
172854	NM_060232	Caenorhabditis elegans	hypothetical protein(T24D1.3)
187912	NM_076350	Caenorhabditis elegans	hypothetical protein(R160.3)
172855	NM_060233	Caenorhabditis elegans	hypothetical protein(tag-179)
187913	NM_076351	Caenorhabditis elegans	hypothetical protein(R160.4)
172856	NM_001313508	Caenorhabditis elegans	More Of MS(mom-5)
172856	NM_060234	Caenorhabditis elegans	More Of MS(mom-5)
172856	AF013953	Caenorhabditis elegans	More Of MS(mom-5)
187910	NM_065085	Caenorhabditis elegans	hypothetical protein(R155.4)
172857	NM_060236	Caenorhabditis elegans	Protein LTV1 homolog(T23D8.3)
187911	NM_076354	Caenorhabditis elegans	hypothetical protein(R160.2)
172858	NM_060237	Caenorhabditis elegans	Eukaryotic translation initiation factor 3 subunit C(eif-3.C)
13186434	NM_001267277	Caenorhabditis elegans	hypothetical protein(C06C3.12)
172850	NM_060228	Caenorhabditis elegans	hypothetical protein(Y106G6A.1)
185769	NM_061657	Caenorhabditis elegans	F-box B protein(fbxb-11)
185766	NM_061660	Caenorhabditis elegans	C. Elegans Homeobox(ceh-82)
185768	NM_061658	Caenorhabditis elegans	BTB (Broad/complex/Tramtrack/Bric a brac) domain protein(btb-9)
185767	NM_001322716	Caenorhabditis elegans	C. Elegans Homeobox(ceh-81)
185762	NM_001267261	Caenorhabditis elegans	hypothetical protein(F44G4.6)
185762	NM_001267262	Caenorhabditis elegans	hypothetical protein(F44G4.6)
185761	NM_063521	Caenorhabditis elegans	hypothetical protein(F44G4.5)
185764	NM_078081	Caenorhabditis elegans	Regulator of G-protein signaling rgs-10(rgs-10)
185763	NM_063523	Caenorhabditis elegans	hypothetical protein(F44G4.7)
187907	NM_001312951	Caenorhabditis elegans	hypothetical protein(R151.1)
187907	NM_001312952	Caenorhabditis elegans	hypothetical protein(R151.1)
187907	NM_001312953	Caenorhabditis elegans	hypothetical protein(R151.1)
187907	NM_001312954	Caenorhabditis elegans	hypothetical protein(R151.1)
185760	NM_063519	Caenorhabditis elegans	hypothetical protein(F44G4.3)
187909	NM_065084	Caenorhabditis elegans	Protein-tyrosine-phosphatase(R155.3)
187903	NM_001129242	Caenorhabditis elegans	MecKel-Gruber Syndrome (MKS) homolog(mks-1)
187903	NM_001129243	Caenorhabditis elegans	MecKel-Gruber Syndrome (MKS) homolog(mks-1)
172864	NM_060249	Caenorhabditis elegans	mRNA export factor rae-1(rae-1)
187904	NM_065267	Caenorhabditis elegans	Late endosomal/lysosomal adaptor, Mapk (MAPK) and mToR (MTOR) activator homolog(lmtr-5)
187905	NM_001267936	Caenorhabditis elegans	hypothetical protein(R148.4)
187905	NM_001267935	Caenorhabditis elegans	hypothetical protein(R148.4)
172862	NM_060244	Caenorhabditis elegans	hypothetical protein(C03C11.1)
172863	AJ011777	Caenorhabditis elegans	Feminization Of Germline(fog-3)
172863	NM_060245	Caenorhabditis elegans	Feminization Of Germline(fog-3)
172868	NM_060252	Caenorhabditis elegans	Cytosolic Fe-S cluster assembly factor NUBP1 homolog(nubp-1)
187900	NM_001267993	Caenorhabditis elegans	hypothetical protein(R144.3)
187900	NM_001267994	Caenorhabditis elegans	hypothetical protein(R144.3)
172869	NM_001025926	Caenorhabditis elegans	hypothetical protein(F10G8.9)
172869	NM_001025927	Caenorhabditis elegans	hypothetical protein(F10G8.9)
187901	NM_065659	Caenorhabditis elegans	hypothetical protein(R144.5)
172866	L33681	Caenorhabditis elegans	Neuronal calcium sensor 2(ncs-2)
172866	NM_060250	Caenorhabditis elegans	Neuronal calcium sensor 2(ncs-2)
187902	NM_065660	Caenorhabditis elegans	hypothetical protein(R144.10)
172867	NM_060251	Caenorhabditis elegans	ERCC (DNA excision repair protein) homolog(ercc-1)
172860	NM_060241	Caenorhabditis elegans	Histone H2A(his-68)
172861	NM_060242	Caenorhabditis elegans	Protein argonaute(hpo-24)
185752	NM_063949	Caenorhabditis elegans	hypothetical protein(F44F4.10)
178221	NM_001047526	Caenorhabditis elegans	PRotein arginine MethylTransferase(prmt-3)
178221	NM_001047525	Caenorhabditis elegans	PRotein arginine MethylTransferase(prmt-3)
172837	NM_060208	Caenorhabditis elegans	ENdoSulfine Alpha(ensa-1)
185753	NM_074657	Caenorhabditis elegans	Seven TM Receptor(str-103)
178220	NM_001268727	Caenorhabditis elegans	WD40 and FYVE domain protein(wdfy-3)
178220	NM_001268729	Caenorhabditis elegans	WD40 and FYVE domain protein(wdfy-3)
178220	NM_001268728	Caenorhabditis elegans	WD40 and FYVE domain protein(wdfy-3)
178220	NM_001268730	Caenorhabditis elegans	WD40 and FYVE domain protein(wdfy-3)
172838	NM_001026394	Caenorhabditis elegans	hypothetical protein(K10C3.5)
172838	NM_001026393	Caenorhabditis elegans	hypothetical protein(K10C3.5)
